Brand,Year,Exterior color,Interior color,Drivetrain,Fuel type,Capacity,Configuration,Valves,Accidents or damage,1-owner vehicle,Personal use only,MPG_min,MPG_max,MPG_mean,Mileage,Price
Ford,2013,White,Other,Four-wheel Drive,Gasoline,5.4,V8,24.0,None reported,No,No,13.0,18.0,15.5,152587.0,13229.0
Lincoln,2017,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,20.0,28.0,24.0,58249.0,19187.0
Cadillac,2022,White,Black,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2783.0,109599.0
Chevrolet,2012,White,Other,Rear-wheel Drive,Gasoline,3.7,I5,20.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,53930.0,17494.0
Ford,2021,Black,Black,Four-wheel Drive,Gasoline,2.7,V6,24.0,None reported,Yes,Yes,16.0,18.0,17.0,4399.0,105000.0
FIAT,2017,Black,Other,Rear-wheel Drive,Gasoline,1.4,I4,16.0,At least 1 accident or damage reported,No,Yes,26.0,35.0,30.5,48556.0,21823.0
Jeep,2022,Metallic,Black,Four-wheel Drive,Gasoline,5.7,V8,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,19584.0,56710.0
Audi,2022,Silver/Gray,Black,All-wheel Drive,Gasoline,2.9,V6,24.0,At least 1 accident or damage reported,No,Yes,18.0,28.0,23.0,5285.0,67962.0
Mercedes-Benz,2021,Blue,Silver/Gray,All-wheel Drive,Gasoline,3.0,I6,24.0,At least 1 accident or damage reported,Yes,Yes,18.0,23.0,20.5,30531.0,76599.0
Toyota,2015,Blue,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,18.0,24.0,21.0,89496.0,23178.0
Honda,2010,White,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,19.0,29.0,24.0,189833.0,8000.0
Toyota,2022,Silver/Gray,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,20.0,27.0,23.5,16737.0,46400.0
Mazda,2021,Silver/Gray,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,26.0,34.0,30.0,4188.0,33000.0
Mercedes-Benz,2021,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,29.0,25.5,27203.0,43250.0
Mazda,2012,Silver/Gray,Black,Front-wheel Drive,Gasoline,1.5,I4,16.0,None reported,Yes,Yes,29.0,35.0,32.0,47565.0,9897.0
Audi,2018,White,Silver/Gray,All-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,23.0,27.0,25.0,58943.0,34411.0
Volkswagen,2011,Black,Black,Front-wheel Drive,Diesel,2.0,I4,16.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,60023.0,13700.0
Mercedes-Benz,2020,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,29.0,26.0,29812.0,37491.0
Ford,2003,Silver/Gray,Other,Four-wheel Drive,Diesel,6.0,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,242959.0,7900.0
Nissan,2009,Silver/Gray,Other,Four-wheel Drive,Gasoline,4.0,V6,24.0,None reported,Yes,No,15.0,19.0,17.0,90567.0,12994.0
Chrysler,2012,Other,Black,Front-wheel Drive,E85 Flex Fuel,3.6,V6,24.0,At least 1 accident or damage reported,Yes,Yes,19.0,29.0,24.0,42686.0,12989.0
BMW,2022,Silver/Gray,Red,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,25.0,34.0,29.5,16527.0,48990.0
Ford,2021,Other,Black,Four-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,26.0,23.5,34155.0,34797.0
Honda,2022,Red,Black,Front-wheel Drive,Gasoline,1.5,I4,16.0,None reported,Yes,Yes,28.0,34.0,31.0,64300.0,24300.0
Mercedes-Benz,2018,Blue,Brown,All-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,No,Yes,20.0,27.0,23.5,36201.0,33724.0
Mercedes-Benz,2020,Black,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,Yes,17.0,21.0,19.0,46701.0,60891.0
Mercedes-Benz,2020,Black,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,Yes,16.0,21.0,18.5,37909.0,81999.0
Mercedes-Benz,2017,Silver/Gray,Brown,All-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,No,18.0,23.0,20.5,89625.0,22988.0
Toyota,2021,Black,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,Yes,No,28.0,39.0,33.5,33161.0,25357.0
Buick,2017,Red,Black,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,No,15.0,22.0,18.5,102914.0,16995.0
Hyundai,2020,Black,Black,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,Yes,22.0,29.0,25.5,31716.0,22900.0
Nissan,2016,Silver/Gray,Black,All-wheel Drive,Hybrid,2.5,I4,16.0,At least 1 accident or damage reported,Yes,Yes,26.0,30.0,28.0,31599.0,19498.0
Toyota,2020,Silver/Gray,Other,Four-wheel Drive,Gasoline,5.7,V8,32.0,None reported,Yes,Yes,13.0,17.0,15.0,31524.0,58967.0
Volkswagen,2022,Silver/Gray,Black,All-wheel Drive,Gasoline,1.5,I4,16.0,None reported,Yes,No,25.0,32.0,28.5,15463.0,30327.0
BMW,2022,Silver/Gray,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,24.0,31.0,27.5,7060.0,36995.0
Cadillac,2022,Black,Black,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2971.0,104880.0
Mercedes-Benz,2015,White,Black,Rear-wheel Drive,Gasoline,4.7,V8,32.0,None reported,No,Yes,17.0,24.0,20.5,79551.0,42977.0
MINI,2012,Red,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,No,26.0,32.0,29.0,75135.0,12892.0
Chevrolet,1995,Other,Silver/Gray,Rear-wheel Drive,Gasoline,3.4,V6,12.0,At least 1 accident or damage reported,Yes,No,19.0,28.0,23.5,29057.0,11895.0
Audi,2020,Black,Black,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,32905.0,41990.0
Toyota,2016,Red,Black,Rear-wheel Drive,Gasoline,4.0,V6,24.0,At least 1 accident or damage reported,Yes,Yes,17.0,22.0,19.5,140388.0,22487.0
BMW,2018,Silver/Gray,Black,Rear-wheel Drive,Diesel,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,31.0,43.0,37.0,35997.0,24741.0
Ford,2021,White,Black,Rear-wheel Drive,Gasoline,5.2,V8,32.0,None reported,Yes,Yes,12.0,18.0,15.0,3808.0,91990.0
Ford,2018,Silver/Gray,Black,Four-wheel Drive,Gasoline,2.7,V6,24.0,At least 1 accident or damage reported,Yes,Yes,18.0,23.0,20.5,137908.0,27980.0
INFINITI,2019,Other,Other,All-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,Yes,13.0,19.0,16.0,80728.0,34579.0
Nissan,2019,Black,Other,Four-wheel Drive,Gasoline,4.0,V6,24.0,None reported,No,No,15.0,21.0,18.0,68968.0,23500.0
Chevrolet,2023,White,Red,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,150.0,119996.0
Mercedes-Benz,2018,Black,Brown,Rear-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,20.0,28.0,24.0,53158.0,51500.0
Ford,2016,Black,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,15.0,20.0,17.5,95825.0,25491.0
Jeep,2014,Black,Black,Four-wheel Drive,Gasoline,3.2,V6,24.0,At least 1 accident or damage reported,Yes,No,19.0,25.0,22.0,102778.0,15999.0
Kia,2022,White,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,21.0,29.0,25.0,29727.0,34555.0
Audi,2022,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,21.0,28.0,24.5,10078.0,45296.0
BMW,2009,Blue,Other,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,17.0,26.0,21.5,73254.0,15997.0
Ford,2022,Red,Black,Four-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,15.0,16.0,15.5,1826.0,103450.0
Audi,2017,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,No,Yes,19.0,25.0,22.0,65778.0,24687.0
Dodge,2008,Blue,Silver/Gray,Rear-wheel Drive,Diesel,6.7,I6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,175800.0,22444.0
Nissan,2014,White,Other,Rear-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,Yes,No,19.0,23.0,21.0,93040.0,14513.0
Volvo,2022,Silver/Gray,Other,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,26.0,35.0,30.5,12500.0,32195.0
Chevrolet,2017,Black,Black,Rear-wheel Drive,Gasoline,6.2,V8,16.0,At least 1 accident or damage reported,Yes,No,14.0,22.0,18.0,105495.0,39222.0
Audi,2021,White,Black,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,14732.0,46481.0
INFINITI,2021,Blue,Other,Four-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,Yes,13.0,19.0,16.0,53895.0,49696.0
Lexus,2019,White,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,No,20.0,28.0,24.0,25441.0,38599.0
Lexus,2010,Other,Silver/Gray,All-wheel Drive,Hybrid,3.5,V6,24.0,None reported,Yes,No,30.0,28.0,29.0,93709.0,17880.0
Lexus,2015,White,Other,All-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,No,16.0,23.0,19.5,24911.0,36550.0
Lamborghini,2022,Other,Other,Rear-wheel Drive,Gasoline,5.2,V10,40.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,198.0,315990.0
Genesis,2022,Black,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,19.0,25.0,22.0,5201.0,57900.0
Land Rover,2023,Black,Black,All-wheel Drive,Gasoline,4.4,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,5925.0,158594.0
Ford,2018,White,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,Yes,Yes,15.0,18.0,16.5,83509.0,50000.0
Kia,2016,Black,Black,Front-wheel Drive,Gasoline,3.3,V6,24.0,None reported,No,No,19.0,28.0,23.5,68549.0,18995.0
Toyota,2014,Black,Other,Four-wheel Drive,Gasoline,4.0,V6,24.0,At least 1 accident or damage reported,No,Yes,16.0,19.0,17.5,141005.0,21887.0
Buick,2020,White,Black,Front-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,Yes,Yes,18.0,26.0,22.0,19949.0,35986.0
Buick,2011,Metallic,Other,Front-wheel Drive,Gasoline,2.4,I4,16.0,At least 1 accident or damage reported,No,Yes,19.0,30.0,24.5,133637.0,7500.0
GMC,2020,White,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,No,No,14.0,21.0,17.5,36218.0,43990.0
Mercedes-Benz,2022,Silver/Gray,Other,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,2613.0,108900.0
Lexus,2013,Silver/Gray,Black,All-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,Yes,18.0,24.0,21.0,75839.0,20750.0
Mercedes-Benz,2020,Silver/Gray,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,Yes,16.0,21.0,18.5,47131.0,81989.0
Toyota,2014,White,Other,Rear-wheel Drive,Gasoline,2.7,I4,16.0,At least 1 accident or damage reported,No,No,19.0,24.0,21.5,96455.0,16194.0
Audi,2018,White,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.0,29.0,24.5,54145.0,36496.0
Ford,2017,Silver/Gray,Black,Four-wheel Drive,Diesel,6.7,V8,32.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,42951.0,62993.0
FIAT,2020,Black,Other,Rear-wheel Drive,Gasoline,1.4,I4,16.0,None reported,Yes,Yes,26.0,35.0,30.5,8817.0,31252.0
Chevrolet,2017,Silver/Gray,Black,Four-wheel Drive,Gasoline,3.6,V6,24.0,At least 1 accident or damage reported,Yes,No,17.0,24.0,20.5,116868.0,24943.0
Lexus,2019,Black,Other,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,22.0,27.23954849498328,24.61977424749164,46015.0,32997.0
Acura,2021,Other,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,27.0,24.0,10514.0,39164.0
Jeep,2020,White,Silver/Gray,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,Yes,No,22.0,31.0,26.5,67829.0,19750.0
BMW,2021,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,24.0,31.0,27.5,26118.0,32950.0
Honda,2023,White,Silver/Gray,All-wheel Drive,Gasoline,1.5,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,100.0,32991.0
Chevrolet,2022,Red,Red,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,2630.0,95500.0
Ford,2020,White,Black,Four-wheel Drive,Gasoline,5.0,V8,32.0,None reported,Yes,No,18.0,23.0,20.5,62832.0,38536.0
Mercedes-Benz,2021,Silver/Gray,Black,All-wheel Drive,Gasoline,4.0,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,9189.0,98944.0
BMW,2022,White,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,19.0,24.0,21.5,15086.0,75883.0
Ford,2008,Black,Black,Rear-wheel Drive,Gasoline,4.6,V8,24.0,None reported,Yes,No,15.0,23.0,19.0,94404.0,15499.0
INFINITI,2021,Other,Other,Rear-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,Yes,No,20.0,29.0,24.5,36938.0,31500.0
Volvo,2019,Black,Other,All-wheel Drive,Hybrid,2.0,I4,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,11063.0,46995.0
BMW,2019,Black,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,No,25.0,34.0,29.5,31805.0,29482.0
RAM,2015,Blue,Black,Four-wheel Drive,Diesel,6.7,I6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,89435.0,45430.0
GMC,2022,Black,Other,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,No,14.0,19.0,16.5,31047.0,78750.0
Nissan,2021,Red,Other,Four-wheel Drive,Gasoline,5.6,V8,32.0,None reported,Yes,No,15.0,21.0,18.0,20861.0,35993.0
Lexus,2015,Other,Black,Rear-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,19.0,28.0,23.5,67310.0,27224.0
INFINITI,2020,Other,Other,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,19.0,27.0,23.0,48595.0,31795.0
Cadillac,2014,Silver/Gray,Black,Rear-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,Yes,No,22.0,33.0,27.5,140497.0,9593.0
Ford,2023,Other,Black,Four-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,1608.0,107000.0
INFINITI,2021,White,Other,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,22.0,28.0,25.0,27380.0,33800.0
Kia,2014,Other,Black,Front-wheel Drive,Gasoline,3.3,V6,24.0,At least 1 accident or damage reported,No,Yes,18.0,25.0,21.5,116753.0,12997.0
BMW,2014,White,White,All-wheel Drive,Diesel,3.0,I6,24.0,At least 1 accident or damage reported,No,Yes,23.0,31.0,27.0,62935.0,27399.0
Porsche,2020,Silver/Gray,Black,All-wheel Drive,Gasoline,2.9,V6,24.0,None reported,Yes,Yes,18.0,26.0,22.0,31447.0,76890.0
Toyota,2022,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,32.0,41.0,36.5,1733.0,25415.0
GMC,2022,Metallic,Black,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,15.0,19.0,17.0,9579.0,65564.0
RAM,2019,Metallic,Black,Four-wheel Drive,Gasoline,5.7,V8,16.0,None reported,Yes,Yes,16.0,23.0,19.5,31503.0,32500.0
Toyota,2015,Blue,Black,Four-wheel Drive,Gasoline,4.0,V6,24.0,At least 1 accident or damage reported,Yes,Yes,17.0,21.0,19.0,125996.0,24000.0
Mazda,2021,Silver/Gray,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,24.0,30.0,27.0,15220.0,28000.0
RAM,2018,Black,Other,Four-wheel Drive,Gasoline,6.4,V8,16.0,At least 1 accident or damage reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,37264.0,54888.0
Kia,2021,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.5,I4,16.0,None reported,Yes,Yes,24.0,29.0,26.5,18059.0,27996.0
Ford,2018,White,Other,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,16.0,21.0,18.5,108250.0,33900.0
BMW,2019,Black,Black,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,Yes,21.0,29.0,25.0,33383.0,43490.0
Hyundai,2019,Silver/Gray,Black,All-wheel Drive,Gasoline,1.6,I4,16.0,None reported,No,Yes,26.0,29.0,27.5,23487.0,22339.0
Mercedes-Benz,2020,Black,Other,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,24.0,35.0,29.5,39000.0,30997.0
Toyota,2012,Other,Silver/Gray,Front-wheel Drive,Hybrid,2.5,I4,16.0,None reported,No,Yes,43.0,39.0,41.0,75445.0,15221.0
Jaguar,2018,Black,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,21.0,27.0,24.0,33809.0,29799.0
BMW,2021,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,32.0,27.5,21021.0,40999.0
BMW,2021,Black,Black,All-wheel Drive,Gasoline,3.0,I6,24.0,None reported,Yes,No,23.0,31.0,27.0,13280.0,50976.0
GMC,2021,Metallic,Black,Four-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,16.0,22.0,19.0,45445.0,49900.0
Kia,2016,Silver/Gray,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,28.0,39.0,33.5,60598.0,15288.0
Chevrolet,2013,Silver/Gray,Black,Four-wheel Drive,Gasoline,5.3,V8,16.0,None reported,Yes,Yes,15.0,21.0,18.0,140299.0,19991.0
Dodge,2020,Black,Black,Rear-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,No,19.0,30.0,24.5,56888.0,21995.0
Kia,2016,Black,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,At least 1 accident or damage reported,Yes,Yes,24.0,30.0,27.0,87309.0,11797.0
Lexus,2012,Black,Other,Four-wheel Drive,Gasoline,4.6,V8,32.0,None reported,Yes,No,15.0,20.0,17.5,102579.0,22496.0
Toyota,2018,Other,Black,Front-wheel Drive,Gasoline,1.8,I4,16.0,None reported,No,Yes,28.0,35.0,31.5,33583.0,20800.0
Hyundai,2019,Black,Silver/Gray,All-wheel Drive,Gasoline,3.3,V6,24.0,None reported,No,Yes,17.0,22.0,19.5,41723.0,29444.0
Audi,2018,Silver/Gray,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,None reported,Yes,No,19.0,25.0,22.0,48858.0,35998.0
Jeep,2017,White,Red,Four-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,62187.0,26990.0
BMW,2021,White,Other,All-wheel Drive,Hybrid,3.0,I6,24.0,None reported,No,Yes,20.59277708592777,27.23954849498328,23.916162790455523,47481.0,56490.0
Jeep,2018,Silver/Gray,Black,Four-wheel Drive,Gasoline,2.4,I4,16.0,None reported,No,Yes,22.0,31.0,26.5,63822.0,18500.0
Ford,2005,Red,Other,Four-wheel Drive,Gasoline,5.4,V8,24.0,At least 1 accident or damage reported,No,Yes,14.0,18.0,16.0,201488.0,7330.0
Ford,2021,White,Black,Rear-wheel Drive,E85 Flex Fuel,3.5,V6,24.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,73870.0,51882.0
Buick,2019,Other,Black,All-wheel Drive,Gasoline,1.4,I4,16.0,None reported,Yes,Yes,24.0,29.0,26.5,28289.0,21990.0
Mercedes-Benz,2019,Blue,Black,Rear-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,No,Yes,21.0,30.0,25.5,81683.0,31749.0
Chevrolet,2020,Silver/Gray,Black,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,No,15.0,27.0,21.0,15192.0,76980.0
Jeep,2018,Black,Black,Four-wheel Drive,Gasoline,3.2,V6,24.0,None reported,Yes,Yes,19.0,25.0,22.0,114925.0,18000.0
Toyota,2012,Other,Silver/Gray,Front-wheel Drive,Hybrid,1.5,I4,16.0,At least 1 accident or damage reported,Yes,No,53.0,46.0,49.5,161041.0,8499.0
Buick,2018,White,Other,All-wheel Drive,Gasoline,3.6,V6,24.0,None reported,No,Yes,17.0,25.0,21.0,68551.0,26000.0
Porsche,2021,Black,Black,All-wheel Drive,Hybrid,4.0,V8,32.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,8045.0,149788.0
Chevrolet,2020,Silver/Gray,Black,Four-wheel Drive,Gasoline,6.6,V8,16.0,At least 1 accident or damage reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,30354.0,58999.0
Honda,2012,Silver/Gray,Silver/Gray,Front-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,Yes,18.0,27.0,22.5,155770.0,10890.0
Volkswagen,2022,Black,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,No,24.0,36.0,30.0,36058.0,22966.0
Mercedes-Benz,2017,Other,Black,All-wheel Drive,Gasoline,3.0,V6,24.0,At least 1 accident or damage reported,No,Yes,19.0,22.0,20.5,74217.0,29659.0
Mitsubishi,2019,Blue,Black,Front-wheel Drive,Gasoline,1.2,I3,12.0,At least 1 accident or damage reported,Yes,Yes,33.0,40.0,36.5,50906.0,11986.0
Honda,2020,Black,Black,Front-wheel Drive,Gasoline,1.5,I4,16.0,None reported,No,Yes,30.0,38.0,34.0,46034.0,22997.0
Chevrolet,2012,Brown,Brown,Four-wheel Drive,E85 Flex Fuel,5.3,V8,16.0,None reported,Yes,Yes,15.0,21.0,18.0,131868.0,17373.0
BMW,2020,Silver/Gray,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,33.0,28.0,35641.0,29650.0
Ford,2019,White,Silver/Gray,Four-wheel Drive,Diesel,6.7,V8,32.0,None reported,Yes,No,20.59277708592777,27.23954849498328,23.916162790455523,63272.0,50250.0
Acura,2019,White,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,21.0,27.0,24.0,43171.0,31993.0
Jaguar,1999,Gold,Brown,Rear-wheel Drive,Gasoline,4.0,V8,32.0,None reported,No,Yes,17.0,24.0,20.5,49206.0,11900.0
Honda,2016,Blue,Silver/Gray,Front-wheel Drive,Gasoline,2.4,I4,16.0,None reported,No,Yes,27.0,37.0,32.0,178685.0,14550.0
Lexus,2019,Silver/Gray,White,Rear-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,21.0,30.0,25.5,29116.0,37500.0
Aston Martin,2021,Black,Other,Rear-wheel Drive,Gasoline,5.2,V12,48.0,None reported,Yes,No,14.0,22.0,18.0,441.0,309000.0
Toyota,2020,Other,Other,Four-wheel Drive,Gasoline,4.0,V6,24.0,None reported,Yes,Yes,16.0,19.0,17.5,47917.0,42995.0
BMW,2023,Other,Black,Rear-wheel Drive,Gasoline,3.0,I6,24.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,1400.0,109195.0
Lincoln,2019,Black,Black,Four-wheel Drive,Gasoline,3.5,V6,24.0,None reported,No,No,20.59277708592777,27.23954849498328,23.916162790455523,74206.0,47699.0
Mazda,2018,Silver/Gray,Black,All-wheel Drive,Gasoline,2.5,I4,16.0,At least 1 accident or damage reported,Yes,Yes,20.0,26.0,23.0,77577.0,20500.0
GMC,2018,Black,Black,Rear-wheel Drive,Gasoline,3.6,V6,24.0,None reported,Yes,Yes,18.0,25.0,21.5,65292.0,32217.0
BMW,2019,White,Other,All-wheel Drive,Gasoline,3.0,I6,24.0,At least 1 accident or damage reported,Yes,Yes,21.0,29.0,25.0,25283.0,37950.0
Nissan,2018,Metallic,Other,All-wheel Drive,Gasoline,3.5,V6,24.0,At least 1 accident or damage reported,No,No,21.0,28.0,24.5,41651.0,23999.0
Hyundai,2021,White,Black,Front-wheel Drive,Gasoline,1.6,I4,16.0,None reported,Yes,Yes,28.0,32.0,30.0,8126.0,25764.0
Audi,2016,Blue,Black,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,No,Yes,22.0,32.0,27.0,50189.0,20970.0
Chevrolet,2023,Metallic,White,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,Yes,Yes,20.59277708592777,27.23954849498328,23.916162790455523,4329.0,98955.0
Cadillac,2015,Silver/Gray,Black,Rear-wheel Drive,Gasoline,6.2,V8,16.0,None reported,No,Yes,15.0,22.0,18.5,88074.0,32991.0
Mercedes-Benz,2015,Black,Black,Rear-wheel Drive,Gasoline,4.7,V8,32.0,At least 1 accident or damage reported,No,Yes,17.0,26.0,21.5,54250.0,38329.0
Ford,2020,Blue,Black,Four-wheel Drive,Gasoline,2.7,V6,24.0,None reported,Yes,No,18.0,23.0,20.5,22192.0,38289.0
Ford,2020,Black,Silver/Gray,Four-wheel Drive,Gasoline,2.7,V6,24.0,None reported,No,No,18.0,23.0,20.5,62633.0,34000.0
Ford,2021,Black,Black,Four-wheel Drive,Gasoline,5.0,V8,32.0,At least 1 accident or damage reported,No,No,19.0,22.0,20.5,25137.0,46985.0
Volkswagen,2022,Black,Blue,All-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,23.0,30.0,26.5,3106.0,53499.0
GMC,2018,Blue,Silver/Gray,Front-wheel Drive,Gasoline,2.0,I4,16.0,None reported,Yes,Yes,26.0,30.0,28.0,81078.0,16885.0
Buick,2007,White,Other,Front-wheel Drive,Gasoline,4.6,V8,32.0,None reported,No,Yes,17.0,25.0,21.0,98863.0,7988.0
Volkswagen,2021,Silver/Gray,Black,Front-wheel Drive,Gasoline,2.0,I4,16.0,At least 1 accident or damage reported,Yes,Yes,24.0,36.0,30.0,15794.0,25991.0
